LandValue,ImprovementValue,OwnerOccupied,Neighbours,PermitApplicationTime,ReconstructionCompletionTime
139386,61000,FALSE,285,500,-1
136652,61000,FALSE,286,500,-1
257641,744000,FALSE,264,980,1694
500000,1020000,FALSE,267,430,1262
198400,167294,TRUE,267,314,1210
459000,963900,TRUE,262,804,1304
471768,733153,TRUE,250,479,-1
336600,683400,FALSE,248,693,1213
346800,736950,FALSE,249,423,1119
408000,918000,FALSE,253,793,1275
309170,849953,TRUE,261,426,742
262793,187500,FALSE,276,510,1744
357000,765000,FALSE,274,426,1010
238838,569130,TRUE,278,267,1094
459000,1275000,FALSE,285,489,706
306000,624240,TRUE,290,566,1021
357000,816000,FALSE,284,618,1074
304957,457311,TRUE,290,330,821
289494,249900,FALSE,291,422,1389
304017,131580,FALSE,285,1076,1557
205873,107515,TRUE,290,510,1486
321816,617722,TRUE,283,486,868
460000,940000,FALSE,282,645,1386
273028,690887,TRUE,276,360,525
237029,618750,FALSE,283,801,-1
192043,108582,TRUE,290,352,-1
612000,1173000,FALSE,300,681,1005
663000,1453500,FALSE,295,801,1283
566811,1252138,TRUE,295,616,931
300926,315779,TRUE,299,188,902
510000,1264800,TRUE,292,801,1262
510000,1224000,FALSE,272,801,1102
300000,111551,TRUE,269,568,-1
320587,1262444,FALSE,274,360,960
329216,502491,TRUE,254,731,1067
202764,582960,TRUE,251,318,765
283405,146625,FALSE,252,980,1421
419517,709618,TRUE,256,791,1212
185671,384875,TRUE,241,216,1219
221037,114599,FALSE,222,386,1291
270000,143508,FALSE,247,367,1651
561000,1158720,FALSE,250,227,766
235000,98250,FALSE,255,1400,1724
679307,586784,TRUE,269,801,1151
113833,247032,TRUE,265,430,822
185671,417578,TRUE,258,246,890
319487,752111,FALSE,255,562,-1
270000,123248,FALSE,266,232,-1
306000,920000,FALSE,268,1211,1532
510000,1020000,TRUE,269,259,890
243267,577772,TRUE,276,246,896
306000,647700,TRUE,224,497,881
262793,311100,TRUE,214,751,1270
500000,1020000,FALSE,198,668,1403
401931,942259,FALSE,208,303,1100
309045,428400,FALSE,211,568,1296
330877,482637,FALSE,206,378,932
270000,86340,TRUE,191,338,-1
330480,892500,TRUE,184,793,1178
360698,708329,TRUE,187,542,-1
127890,237090,FALSE,191,322,1077
566811,1244925,FALSE,194,188,924
265000,521594,FALSE,190,275,1225
273099,81750,FALSE,187,1287,-1
226724,194820,FALSE,198,1054,1711
535500,1096500,FALSE,226,651,1203
346693,652371,TRUE,201,281,995
231733,557617,TRUE,219,219,644
253453,832812,TRUE,182,175,800
236718,508889,FALSE,185,162,794
280331,494101,TRUE,177,332,960
188074,406254,TRUE,173,335,843
267949,204985,FALSE,186,703,1533
250000,405643,TRUE,190,269,895
357613,791143,TRUE,242,260,1199
210000,695196,FALSE,212,727,-1
330000,790000,FALSE,239,1078,1491
384806,658814,TRUE,239,357,-1
267949,657096,TRUE,237,343,1192
283405,530741,FALSE,238,503,899
218364,682620,TRUE,241,293,878
153465,368335,TRUE,243,202,764
188700,75000,FALSE,247,1297,-1
382500,816000,FALSE,237,724,1226
147368,398735,FALSE,244,716,1203
122824,439468,TRUE,242,247,1109
198898,638010,FALSE,245,721,1226
408000,1014900,TRUE,244,721,1168
284347,457122,FALSE,243,763,1149
326400,785400,FALSE,227,775,1213
176912,729300,FALSE,232,352,1207
267991,401995,FALSE,237,639,925
375000,870000,FALSE,241,813,1278
188074,359610,TRUE,225,420,982
257641,679143,FALSE,233,338,764
257641,702846,TRUE,233,309,751
438600,937380,FALSE,231,521,1303
453900,922080,FALSE,227,521,1303
367200,795600,FALSE,224,521,1178
459000,943500,FALSE,217,521,1177
271634,519125,FALSE,217,304,834
188074,242245,FALSE,210,492,1478
195807,154530,FALSE,192,743,1662
236640,420000,FALSE,216,1076,1367
190654,385560,TRUE,220,821,1357
295530,673111,FALSE,206,371,1366
188278,427264,TRUE,209,212,703
360698,824453,FALSE,213,205,854
306000,661980,FALSE,228,619,1035
208281,511515,FALSE,230,304,1115
435423,1363753,TRUE,216,156,-1
242691,135424,TRUE,214,1298,-1
225692,495031,TRUE,216,371,1584
420470,1224000,TRUE,221,654,1175
295898,532617,TRUE,219,330,1242
218168,99306,FALSE,218,363,1133
459000,1249500,FALSE,213,785,1030
561000,1045500,TRUE,223,605,1209
463755,1123317,FALSE,215,462,862
318823,514859,TRUE,218,507,777
359667,119250,FALSE,187,904,-1
382774,574159,TRUE,174,269,1154
195597,398455,TRUE,178,176,-1
262793,210000,FALSE,189,357,1771
240000,97502,TRUE,196,476,1154
340000,625000,FALSE,199,1065,1287
338815,162000,FALSE,212,959,1792
343104,522161,TRUE,216,206,884
309170,715728,FALSE,218,370,875
357000,734400,FALSE,218,258,1319
350000,750000,FALSE,219,1093,1400
273411,504900,FALSE,193,433,1388
271459,74755,TRUE,184,526,1116
195807,449820,FALSE,177,801,1237
393710,590567,TRUE,176,270,1277
289494,127500,FALSE,168,861,1792
484500,918000,TRUE,222,763,1101
192045,553999,FALSE,219,127,584
714000,1637100,FALSE,219,587,913
272957,657849,TRUE,215,234,1093
463755,1074881,FALSE,216,276,714
612000,1224000,TRUE,219,800,1249
332382,617296,TRUE,218,220,629
309170,107100,FALSE,218,384,1471
267936,147732,TRUE,218,485,1366
298864,201450,FALSE,219,953,1526
236366,590992,TRUE,219,423,1248
225692,100811,TRUE,217,294,1330
765668,1604525,FALSE,213,700,1469
408000,867000,TRUE,218,371,1234
934382,978557,FALSE,206,637,1073
169875,122311,TRUE,160,342,1277
167466,158091,FALSE,160,342,1277
125566,96908,FALSE,160,342,1277
250000,500000,FALSE,157,422,1416
230000,465000,FALSE,157,422,1416
246606,96900,FALSE,160,422,1416
225000,455000,FALSE,164,422,1416
260000,540000,TRUE,170,422,1416
250000,500000,FALSE,168,422,1282
216408,194766,TRUE,172,342,1277
94684,133862,TRUE,172,342,1277
247335,369889,FALSE,172,342,1277
247335,214200,FALSE,166,422,1282
72976,162016,FALSE,171,342,1277
91221,171505,TRUE,171,342,1277
110789,136502,TRUE,171,342,1277
117136,48289,TRUE,164,423,1282
91221,62607,FALSE,162,423,1282
207924,74743,FALSE,159,423,1282
154713,105196,FALSE,156,423,1282
202323,71548,TRUE,156,423,1282
91221,81697,TRUE,153,423,1282
193156,201343,FALSE,145,423,1277
140335,77503,FALSE,145,423,1277
110789,96993,FALSE,145,423,1277
135411,263160,TRUE,81,367,1025
25393,150447,TRUE,85,367,1025
243181,370352,TRUE,89,366,1025
200000,440000,FALSE,90,367,1025
135411,282719,TRUE,93,367,1025
290373,435563,FALSE,95,372,1025
234600,474300,FALSE,96,372,1025
121630,352744,TRUE,96,372,1025
289494,434241,TRUE,100,372,1025
218727,354341,FALSE,100,372,1025
208812,396754,FALSE,100,372,1025
194639,291675,TRUE,102,372,1025
234600,479298,FALSE,102,372,1025
315621,473439,TRUE,101,372,1025
345780,518160,FALSE,92,524,1120
295800,598740,FALSE,87,524,1120
336600,504900,FALSE,87,520,1081
262473,393712,FALSE,88,520,1120
224400,448800,TRUE,86,402,1081
192527,288793,TRUE,86,401,1081
316200,474300,FALSE,87,401,1120
140881,266122,TRUE,93,520,1081
257544,552960,FALSE,93,520,1081
247544,451777,FALSE,93,372,1081
200000,425000,TRUE,92,372,1081
199584,299383,TRUE,89,372,1081
208812,341070,FALSE,87,401,1081
260100,390150,TRUE,84,401,1081
200962,448826,FALSE,81,401,1081
321540,482319,TRUE,82,401,1081
214200,438600,FALSE,82,401,1081
190000,100843,TRUE,102,535,1260
135411,314468,TRUE,104,535,1260
135411,201542,FALSE,103,535,1295
190000,110646,FALSE,103,538,1260
185661,264569,FALSE,102,538,1260
190000,76007,FALSE,94,602,1260
204695,291958,FALSE,95,602,1260
154715,159057,TRUE,94,602,1260
208812,272430,FALSE,94,602,1260
270000,549000,FALSE,94,602,1260
214359,400926,TRUE,87,651,1260
220000,439000,FALSE,88,651,1260
306000,609960,FALSE,88,651,1260
265200,535500,FALSE,88,659,1260
182016,349480,TRUE,88,659,1260
493263,845700,TRUE,152,451,1429
369000,89429,FALSE,155,293,973
546417,1070517,TRUE,158,304,897
495727,788466,FALSE,201,633,1702
326507,87451,TRUE,111,542,-1
669889,1065129,TRUE,130,266,833
486545,966679,TRUE,162,296,927
589710,553860,TRUE,160,367,1773
473441,269269,TRUE,145,470,-1
600000,1187351,TRUE,101,210,1262
725086,1338621,FALSE,109,91,699
659403,344760,FALSE,136,756,-1
670125,249390,FALSE,133,756,-1
431666,129614,TRUE,137,407,1309
808004,1212000,FALSE,48,281,1091
417634,978612,TRUE,44,191,1107
485391,870586,TRUE,38,272,857
288072,179173,TRUE,50,800,-1
589710,306000,FALSE,58,386,1501
454634,1528470,TRUE,36,771,1246
459000,350000,FALSE,33,1268,-1
294885,118210,FALSE,34,388,1282
370000,453666,TRUE,34,324,1240
450000,226252,FALSE,34,262,1234
612000,1086300,FALSE,44,371,800
419658,1169634,TRUE,36,388,856
714000,1606500,FALSE,30,807,1247
406136,798645,TRUE,36,287,-1
382323,1364216,FALSE,46,223,776
245255,439357,TRUE,38,314,925
477686,233386,FALSE,36,548,-1
424754,592816,FALSE,56,657,1350
356964,534332,FALSE,132,322,648
306000,634440,TRUE,131,303,-1
218363,559789,TRUE,131,310,674
218365,795925,FALSE,130,507,1388
387600,836400,FALSE,129,660,1045
381309,890053,FALSE,128,449,821
327021,901746,FALSE,128,377,933
208812,485848,TRUE,128,470,869
420000,876737,FALSE,129,1098,-1
243612,551545,TRUE,129,308,681
307268,460907,FALSE,129,486,881
367911,607580,TRUE,129,223,538
309170,659562,FALSE,130,307,695
326400,668100,TRUE,135,308,734
224400,300000,FALSE,133,1214,1631
361840,543046,TRUE,132,308,653
165701,408341,TRUE,130,309,607
204718,82891,TRUE,130,407,1644
204714,114614,TRUE,130,407,1644
204718,644061,TRUE,132,413,825
352144,655738,TRUE,134,311,575
346888,651730,FALSE,136,184,469
177536,449770,TRUE,140,211,1018
415852,810000,TRUE,25,639,1227
618340,1339737,TRUE,28,206,801
564805,298044,FALSE,26,280,-1
940533,1606644,FALSE,32,246,1071
450000,195921,FALSE,32,217,1385
514656,1501950,FALSE,33,539,1658
713930,1070896,FALSE,28,136,1165
525000,432902,TRUE,59,265,1372
295954,924398,FALSE,53,134,925
462517,606900,FALSE,90,675,-1
